MOVIE_NAME,PREDICTED_GENRES
 A Sort of Homecoming (2015) ,"(' documentary ', ' drama ')"
 Jane Doherty Investigates (2004) ,()
 Bad Habits (2009) ,"(' drama ',)"
" ""The Dinner Project"" (2014) ",()
" ""The best of the Beverly Hillbillies"" (1961) ","(' comedy ',)"
 Shade of Grey (2009) ,"(' documentary ',)"
 Dessert Trip (2017) ,()
 Double D Housewives (1994) ,()
 Dating on the dance floor (2016) ,()
 The Mouse That Roared (1959) ,()
 The Angel of Pennsylvania Avenue (1996) ,"(' comedy ',)"
 Prescription for Peril (1999) ,()
" ""Bass 2 Billfish"" (2010) ","(' comedy ',)"
 Viver Só (2014) ,()
 The Exorcism of Anna Ecklund (2016) ,"(' drama ',)"
" ""NBA Zhi Zao: Made in the NBA"" (2006) ",()
 Aloha Daze (2009) ,()
" Pra Frente, Brasil (1982) ",()
 Harvest (2015/III) ,"(' short ',)"
 Casa Libre/Freedom House (2008) ,"(' documentary ',)"
 India: The Royal Experience (2012) ,()
 Deseti planet (2000) ,"(' documentary ',)"
 The House (????/II) ,"(' horror ',)"
 The Small Woman in Grey (2017) ,"(' horror ',)"
 Yoga to Awaken the Chakras (2003) ,"(' documentary ',)"
 Five Minutes to Love (1963) ,()
 The Stunts of 'Tomb Raider' (2001) ,"(' documentary ',)"
 Weapon of Choice (2017) ,"(' documentary ',)"
 Orange Trill (2016) ,"(' short ',)"
 Ali B vertelt het leven van de straat (2006) ,"(' documentary ',)"
 Unseen Evil (2001) ,"(' horror ',)"
 Walk on Water (2017) ,()
" ""Hot Tub Ranking"" (2005) ","(' drama ',)"
 Oktoberfest (1987) ,()
 Schlock! The Secret History of American Movies (2001) ,()
 Vunnadhi Okate Zindagi (2017) ,"(' comedy ',)"
 Beloved Jim (1917) ,"(' drama ',)"
" ""Time for Joya!"" (1970) ","(' family ',)"
 English Royalty: A Guide for the Rest of Us (2014) ,"(' documentary ',)"
 Dodson's Journey (2001) ,"(' drama ',)"
 Eddie Izzard: Unrepeatable (1994) ,()
 The Making of 'I Am Legend' (2008) ,"(' documentary ',)"
 Amsal jiryeong (1974) ,()
 Slasher (2007) ,"(' horror ',)"
 Motherland: Tales of Wonder (1994) ,"(' documentary ',)"
 Something Between (2013) ,"(' documentary ',)"
 Detour (2010/I) ,"(' drama ',)"
 DEAD MALL SERIES: Rehoboth Mall: Most Depressing Dead Mall On Earth? (2016) ,"(' short ',)"
 Taiping Adagio (????) ,"(' drama ',)"
 Somewhere Between Arnold & Festus (2015) ,()
 Imagine I'm Beautiful (2014) ,"(' drama ',)"
 Mrs Sen (2013) ,"(' drama ',)"
 3-gatsu no raion kouhen (2017) ,"(' drama ',)"
 Begamon Ka Bhopal (2017) ,()
 Superheavy (2012) ,"(' music ',)"
" ""Celebrity"" (1984) ","(' drama ',)"
 Buio Omega (1979) ,()
 The Bengali Detective (2011) ,()
 The Witching Hour (2013/II) ,"(' horror ',)"
" ""Superstars of Dance"" (2009) ",()
 Alt Space Detroit (2013) ,()
 Shi ren chu chai le (2015) ,"(' documentary ',)"
 Time (2018/II) ,"(' action ',)"
 Humenetomy (2007) ,()
 Zhili-byli starik so starukhoy (1965) ,"(' drama ',)"
 It All Happens Incredibly Fast (2002) ,()
 Head Space (2006) ,"(' comedy ',)"
 All By Myself (2016) ,()
 Heaven (????) ,()
 Livsmod (1996) ,"(' documentary ',)"
" ""The Shabu Trap"" (2015) ","(' documentary ', ' drama ')"
 Order of Rights (2017) ,"(' drama ',)"
 The Donner Party (2009) ,()
 Till Eulenspiegel (2012) ,()
 Chronic Faces (2011) ,"(' drama ',)"
 Ticket to Mumbai (????) ,"(' drama ',)"
" Goodnight, We Love You (2004) ","(' documentary ',)"
 Plumb and Dumber (1995) ,"(' drama ',)"
 Mitchellville (2004) ,"(' drama ',)"
 The Mooch (????) ,()
 Lille soldat (2008) ,()
 Opus Dei - Una cruzada silenciosa (2006) ,"(' documentary ',)"
 Enduring Destiny (2014) ,()
 For Belly (2011) ,"(' documentary ',)"
 Baankey Ki Crazy Baraat (2015) ,"(' comedy ',)"
 Temptation of Eve: Good Wife (2007) ,"(' drama ',)"
 Pop Pirates (1984) ,()
 Der Bruder (2016) ,"(' drama ',)"
" Zion, Auto-Emancipation (1999) ","(' documentary ',)"
 Run Hollywood Summer (2009) ,"(' horror ',)"
 The Perfect Girl (2015) ,"(' drama ',)"
" ""Die Piefke-Saga"" (1990) ","(' drama ',)"
 Yellow Fingers (1926) ,()
 Strawberry Shortcake: Best Pets Yet (2004) ,"(' comedy ',)"
 Star Quality (1985) ,()
" ""Polyester Dreams"" (2009) ","(' music ',)"
 Josefine - Das liebestolle Kätzchen (1969) ,"(' comedy ', ' drama ')"
 Found Footage Festival Volume 6: Live in Chicago (2012) ,()
 Vedett (????) ,()
" ""Burey Bhi Hum Bhale Bhi Hum"" (2009) ","(' drama ',)"
 Christmas in Cartoontown (1996) ,()
" ""The Secret Life of Marilyn Monroe"" (2015) ","(' drama ',)"
 Severe Offroad 2 (2009) ,"(' documentary ', ' sport ')"
 Voice of a Mountain (2008) ,"(' documentary ',)"
 Shining Star (2012) ,"(' drama ',)"
 He's a Cockeyed Wonder (1950) ,"(' comedy ', ' short ')"
 Distance (2015/III) ,()
 Galahad of Everest (1991) ,()
 Lost: 10th Anniversary Reunion - Cast and Creators Live at PaleyFest (2014) ,()
" ""Revelation: The End of Days"" (2014) ","(' short ',)"
" ""Koizora"" (2008) ","(' short ',)"
 Sarajevo - Das Attentat (2014) ,()
 Project Fear (????) ,()
" ""The Tipping Points"" (2013) ","(' documentary ',)"
 Hnev (1978) ,()
 Una giornata particolare (1977) ,"(' drama ',)"
 Gäst i eget hus (1957) ,"(' drama ',)"
 I Did It (1909) ,"(' short ',)"
 Jang Seonu byeonjugok (2001) ,"(' documentary ',)"
 Obhliadka (2010) ,"(' drama ',)"
 KKK: Beneath the Hood (2013) ,()
 Unarmed: Don't Shoot (2018) ,()
 The Marchioness Disaster (2007) ,"(' documentary ', ' drama ')"
 Delivering the Goods (2012) ,"(' comedy ',)"
 Evil Dark (2014) ,"(' horror ',)"
 Filter City (2004) ,()
 Inside/Out (????) ,"(' drama ',)"
 Gay Gasper Yogacise: Intro & Foundation and Postures (1994) ,()
 Al-Alam Sanat 2000 (1972) ,()
 Feu Nicolas (1943) ,"(' comedy ',)"
 Bathtub (2008) ,()
 Revenge in the House of Usher (1983) ,"(' horror ',)"
 West of Dodge City (1947) ,"(' western ',)"
 The Sound That Came from the Hill (2014) ,()
 The Dragon of Pendragon Castle (1953) ,()
 So-syeol-po-bi-a (2014) ,"(' drama ',)"
 Tape (2016) ,"(' documentary ',)"
 The Point of Regret (2011) ,"(' drama ',)"
 The Door (2005) ,"(' drama ',)"
 Dubbel-8 (2000) ,()
 Grind (1997) ,()
 Jump (2012/I) ,"(' drama ',)"
 Chang-baek-han eol-gul-deul (2015) ,"(' drama ',)"
 Return of the Kickfighter (1987) ,()
 Matthew 26:17 (2005) ,()
 Turning Point (2010/I) ,"(' drama ',)"
 Joaquim Batica Documentary (2017) ,"(' documentary ',)"
 Mr. Hayashi (1961) ,"(' documentary ', ' short ')"
 Burglar by Proxy (1919) ,()
 Ireland's Call the Music (2016) ,()
 Meje mojega sveta (2003) ,"(' documentary ',)"
" ""Sinnasnekkern"" (2011) ",()
 The Community (2018) ,"(' documentary ',)"
 Hostel: Part II (2007) ,"(' horror ',)"
 First Comes Love (2013) ,"(' documentary ',)"
 Locus (2015) ,()
 Visions of Murder (1993) ,()
 The Journey (1993/I) ,"(' documentary ',)"
 Badmaash (1998) ,()
 Breathe (2011/II) ,()
 Allyson Is Watching (1997) ,"(' drama ',)"
 Untitled (2017/XII) ,"(' documentary ', ' short ')"
 The Thief of Bagdad (2004) ,()
 The Starfighters (1964) ,"(' drama ',)"
 Alguém Olhará Por Ti (2005) ,()
 Money Man (1992) ,()
 Love-Hotel in Tirol (1978) ,"(' comedy ',)"
" ""Renovate My Family"" (2004) ","(' reality-tv ',)"
 Prequel to Drama in the Making (2015) ,()
 Los peces fuera del agua (1969) ,"(' comedy ',)"
 Quell 4D (2016) ,"(' horror ',)"
 The Retribution (2013) ,()
 It's Not Funny Anymore (????) ,"(' comedy ',)"
 Blue Jeans (1975) ,"(' comedy ',)"
 Dark Blue Girl (2017) ,()
 Miss Ambition (1918) ,"(' drama ',)"
 Jerabek (2007) ,"(' documentary ',)"
 The Cycle (2018) ,"(' drama ',)"
 Ad libitum 3. Balada za dvama priyateli i gayda (2000) ,"(' drama ',)"
 Carry on Regardless (1961) ,()
 Kak ya byl samostoyatelnym (1962) ,"(' comedy ',)"
 Love... And Other Bad Habits (2013) ,"(' comedy ',)"
 Professional Chair Massage (2017) ,"(' documentary ',)"
" ""Fair Exchange"" (1962) ",()
 Good Cake Bad Cake: The Story of LIR (2011) ,()
 Tipu kanan tipu kiri (2008) ,"(' comedy ',)"
 Almost Blue (2000) ,"(' short ',)"
 Floden (2003) ,"(' short ',)"
" ""Muzika kroz vekove"" (1976) ","(' music ',)"
 A Novela das 8 (2011) ,"(' drama ',)"
 Entrada y Salida (2012) ,()
 Wally (2006) ,"(' drama ',)"
 Sensi caldi (1980) ,"(' drama ',)"
" ""Murder by Numbers"" (2017) ",()
 La passion d'Augustine (2015) ,"(' drama ',)"
 Hard Times: Lost on Long Island (2012) ,"(' documentary ',)"
 Chris Hardwick: Funcomfortable (2016) ,"(' short ',)"
" ""Sanborn's, Una tradición mexicana"" (2003) ",()
" ""Breaking Boston"" (2014) ","(' comedy ',)"
 Shôjo (2016) ,"(' drama ',)"
 Ma'am May We Go Out? (1985) ,"(' comedy ', ' drama ')"
 Raftaar (1975) ,()
 The Devil's Daughter (1915) ,()
 On the Inside: The Real Ghosthunters (1999) ,()
 Hour of Vengeance (2018) ,()
 Phantom Gold (1938) ,"(' western ',)"
 Man Date (2013) ,"(' comedy ',)"
 Warriors of the Discotheque: The Feature length Starck Club Documentary (2011) ,"(' documentary ',)"
 An SNL Valentine (2015) ,"(' comedy ',)"
 Night Raiders (1952) ,"(' western ',)"
 Trouw met mij (2014) ,"(' comedy ',)"
 Sammen (2009) ,"(' drama ',)"
 Polly Perverse Strikes Again! (1986) ,"(' drama ',)"
 Eleven PM (2015) ,"(' drama ',)"
 De overgave (2014) ,()
 Bekikang: Ang nanay kong beki (2013) ,"(' drama ',)"
 A Sleepy Life (2005) ,"(' drama ',)"
 The Birds (????/II) ,()
" ""Skin Deep"" (2017) ",()
 Breaking the Cage: The Zu Life Story (2016) ,"(' drama ',)"
 The Demons Within (2018) ,"(' drama ', ' horror ')"
 Alexandre le bienheureux (1968) ,"(' comedy ',)"
" Barney's Colorful World, Live! (2004) ",()
 Mama (2016/II) ,"(' drama ',)"
 The Green Village (2017) ,"(' documentary ',)"
 Wild Innocents (1981) ,"(' comedy ',)"
" ""Homeroom"" (1989) ","(' comedy ',)"
 The Incredible Adventures of Van Helsing III (2015) ,"(' documentary ',)"
 Yesil Kirmizi (2016) ,"(' drama ',)"
 Sauce barbare (2015) ,"(' documentary ',)"
 The Over-Mountain Men: The Price of Freedom (2016) ,()
 A Father's Pain (????) ,"(' drama ',)"
 Riley Steele: Bar Pussy (2010) ,"(' comedy ',)"
 Neiti Tuittupää (1943) ,"(' comedy ', ' drama ')"
" ""Podium TV"" (2015) ",()
" ""Top Slopes"" (2005) ","(' documentary ',)"
 Éjjeli zene (1943) ,()
 A Girl of Yesterday (1915) ,()
 Burn 'Em Up Barnes (1921) ,()
" ""Vicariously"" (2009) ",()
 Ned Blessing: The True Story of My Life (1992) ,()
 La surditude (1981) ,"(' documentary ',)"
 Dark Veil:The Emergence (????) ,()
" Bashu, gharibeye koochak (1989) ","(' drama ',)"
 David's Dinosaur (2017) ,"(' comedy ',)"
 Skylight Kunming (2008) ,()
 Mario Party 8: 50-Turn Extra Life Extravaganza (2017) ,()
 Inside the Wild Alternate Whole New You (2012) ,"(' thriller ',)"
 Journey Towards Reconciliation (2016) ,"(' documentary ',)"
 The Virginity Hit (2010) ,()
 The Shoes of the Fisherman (1968/I) ,()
 Nasser (2005) ,()
 Écosaimale? (2000) ,()
 Chiffonniers et caricaturistes (1908) ,"(' comedy ',)"
 Rainbow on tour (2016) ,"(' documentary ',)"
 Survival (2016/V) ,"(' short ',)"
 Wodehouse in Exile (2013) ,"(' drama ',)"
 Everywhere and Nowhere (2010) ,"(' drama ',)"
 James Bond Down River (2000) ,"(' documentary ',)"
 Armored Core: Verdict Day (2013) ,()
 Outside Edge (1982) ,"(' drama ',)"
 Reaching Equilibrium (2015) ,()
" ""Divine Designs"" (2002) ","(' documentary ',)"
 Armenian Lullaby (2005) ,()
 L.A. Roll (2018) ,"(' documentary ',)"
 In Somebody's Company (2007) ,"(' documentary ',)"
 The Afghan (2016) ,()
 The Lighthouse (2018) ,"(' thriller ',)"
 PWS: Vendetta (2010) ,"(' sport ',)"
 Too Fast Too Young (1996) ,"(' drama ',)"
 New Zealand. Skeletons in the Cupboard. The Redheads (2015) ,"(' documentary ',)"
 It Was the Blue One (2008) ,"(' comedy ', ' documentary ')"
 The Kidnapping of Carly Banks (2006) ,"(' comedy ',)"
 Moving On (2012/VI) ,"(' documentary ',)"
 A Balancing Act (2007) ,"(' documentary ',)"
 Adriatico My Love (2011) ,"(' comedy ',)"
 Último beso en Roma (2011) ,"(' drama ',)"
" ""Seonduk yeowang"" (2009) ",()
 Eadweard (2015) ,()
" S 8 marta, muzhchiny! (2014) ","(' drama ',)"
 Angry Monk: Reflections on Tibet (2005) ,"(' documentary ',)"
 Hanearim Melevanon (2008) ,"(' documentary ',)"
 Selves and Others: A Portrait of Edward Said (2004) ,"(' documentary ',)"
 The Herd (1998) ,"(' documentary ',)"
 Stealing God (2005) ,"(' comedy ',)"
 Bollywood Carmen (2013) ,"(' drama ',)"
 Sons of Soldiers (????) ,()
" ""Dueling Honey Trappers"" (2013) ","(' comedy ',)"
 Badmouth (2011) ,"(' thriller ',)"
" UFOs 1973: Aliens, Abductions and Extraordinary Sightings (2010) ","(' documentary ',)"
 O agonas ton tyflon (1978) ,"(' documentary ',)"
 Vimana (????) ,()
 Cosc Ar Ghneas/A Ban on Sex (2005) ,()
 Oeroeg (1993) ,()
 Asphaltflimmern (1996) ,()
 The Gallant Fool (1933) ,()
 Starcliff (2016) ,()
 Imperial Orgies (1996) ,"(' drama ',)"
 Let's Talk About Sex (2009) ,"(' documentary ',)"
 All Love Schmidt (2016) ,"(' documentary ',)"
" ""The Lost"" (2016) ",()
 Blood Rage (1987) ,()
" ""The American Baking Competition"" (2013) ","(' reality-tv ',)"
" Fear, Anxiety & Depression (1989) ",()
 Sorcerer's Dolls (1998) ,"(' comedy ',)"
 Hostel: Part III (2011) ,"(' horror ',)"
 Underdogs (2006) ,()
 Relativity (1966) ,"(' short ',)"
" ""TakaPu: A Gannet in the South Seas"" (2003) ",()
 Beware the Moon: Remembering 'An American Werewolf in London' (2009) ,"(' documentary ',)"
 Flesh Wounds (2003) ,()
 Last of the First (2004) ,"(' documentary ',)"
 Hayda Lubnan (2008) ,"(' documentary ',)"
 Woke Up Like This (2017) ,"(' drama ',)"
 Twilight of Honor (1963) ,"(' drama ',)"
 Atmavishwas (1989) ,"(' drama ',)"
 Reservoir Hill (2009) ,()
" ""Journey to Christmas"" (2011) ",()
 The Blind Lead (1996) ,()
 Sons & Daughters of Thunder (????) ,"(' documentary ',)"
 The Wash (2005) ,()
 Guys You Want to Kick in the #&%# (2011) ,()
 Juventude Em Marcha (2006) ,"(' drama ',)"
 Deatherman (2012) ,()
 The Beauty Academy of Kabul (2004) ,"(' documentary ', ' drama ')"
 Tanked (????) ,()
 Their Stories (2006) ,()
 After Schooled (2015) ,"(' short ',)"
 Cannibal Campout (1988) ,"(' horror ',)"
 Murderous (2012) ,()
 Strange World of Barry Who (2004) ,()
 Sunrise over Lake Van (2011) ,"(' drama ',)"
 Torchbearer (2016) ,"(' documentary ',)"
 Tarnation (2017) ,"(' horror ',)"
 Hillbilly Bob Zombie (2009) ,"(' comedy ',)"
 Nerve (2013/II) ,()
" ""Sustainable Today"" (2013) ","(' documentary ',)"
 Cheyenne Takes Over (1947) ,"(' western ',)"
" ""Second Life"" (2013) ","(' drama ',)"
 Vegan: Everyday Stories (2016) ,"(' documentary ',)"
 Svoboda (2016) ,"(' drama ',)"
" Il était une fois, une fois (2012) ",()
" ""The Friday Zone"" (1999) ","(' family ',)"
 Notch Ryders 'Adrenalin Rush' (2007) ,()
 Misstoestanden (2000) ,"(' drama ',)"
 Impérial (2003) ,"(' short ',)"
 Viva Max (1969) ,()
 Madame Irma (2006) ,"(' comedy ',)"
 Die Frau ohne Kopf (1998) ,"(' drama ',)"
 Mirror (2012/II) ,()
 Wayang (2008) ,"(' drama ',)"
 Paula - A História de uma Subversiva (1979) ,"(' drama ',)"
 Allie & Me (1997) ,()
" Villa Iolas, a Journey through Time and Space (2017) ","(' drama ',)"
 Miranda Sings: Selp Helf (2015) ,()
 The Pogues: Poguevision (2006) ,()
 Valli Baar (2008) ,()
 Skating Fingers: A Fingerboarding Documentary (2017) ,"(' documentary ',)"
" ""Old Friends"" (2009) ","(' comedy ',)"
 Oss baroner emellan (1939) ,"(' comedy ',)"
 Karuna Grand Show (2016) ,"(' documentary ',)"
 EXCELLENT AUDITIONING ACTORS FROM FIGURANT OR AMATEURS (2014) ,"(' documentary ',)"
 Utolsó idök (2009) ,"(' drama ',)"
 Pol (1971) ,"(' drama ',)"
 Ahol az utak véget érnek (2014) ,"(' documentary ',)"
 A Touch of Larceny (1960) ,()
 The Agency: Survival of the Fittest (2011) ,"(' action ',)"
" ""Board Culture"" (2006) ",()
 Luna (1965) ,"(' documentary ',)"
 I misteri della psiche (1912) ,"(' drama ',)"
 Evil Obsession (1996) ,()
 The Giant's House (????) ,()
 Pólis (2009) ,()
 The Penitent Sweater (2009) ,()
 Red Meat (1997) ,"(' short ',)"
 450 Years of Shakespeare (2016) ,"(' documentary ',)"
 Junior Miss (1945) ,"(' comedy ',)"
 Bün és büntetlenség (2010) ,()
 An Hour Apart (????) ,"(' horror ',)"
 UR4 Given (2004) ,()
 1952: Ivan i Aleksandra (1989) ,()
 S.W.A.T. 4 (2005) ,()
 Flores (2008) ,"(' short ',)"
 The Voices from Beyond (2012) ,"(' thriller ',)"
 Beyond the Limelight (2016) ,"(' documentary ',)"
 The Slammin' Salmon (2009) ,()
 The Neptune Factor (1973) ,()
 Kika (1993) ,()
 Temps (1999) ,"(' drama ',)"
 Chor Mandli (2006) ,()
 Disillusioned (2016) ,"(' drama ',)"
 L'enigma Tewanna Ray (2006) ,"(' documentary ',)"
 And Then I Was French (2018) ,"(' drama ',)"
 ANGELS (????) ,"(' drama ',)"
 Unsere Afrikareise (1966) ,()
 Finding Alice (2018) ,()
 The Working Man (2017) ,()
 Leimert Park Voices (2010) ,"(' documentary ',)"
 Faith Filled Christmas (2017) ,()
 Dui Dhuranir Golpo (2012) ,()
 Until Proven Innocent (2016) ,"(' drama ',)"
 Camilla: The Uncrowned Queen (2005) ,"(' documentary ',)"
" ""Dr. Miami"" (2017) ",()
 Childhood Denied (2008) ,"(' documentary ',)"
 Avalon (1990) ,"(' drama ',)"
" ""La Patrona"" (2013) ",()
 The Son-Daughter (1932) ,()
 Blind Man's Eyes (1919) ,"(' drama ',)"
 Insects: Small Scale Physics (2013) ,"(' short ',)"
 Jaffa (2009) ,()
 My Little Pony: Dancing in the Clouds (2004) ,()
 Picturing Joseph (2008) ,"(' documentary ',)"
 Stranger in the Worlde : M2M (2017) ,()
 One Glorious Day (1922) ,"(' short ',)"
 Forengie (2015) ,"(' documentary ',)"
" ""Fun Farm"" (2014) ",()
 Flashmob (2008) ,"(' drama ',)"
 Sytten (1965) ,"(' drama ',)"
 51 the Movie (????) ,"(' documentary ',)"
 A Game Fighter (1924) ,"(' western ',)"
 NegraBlanca (2013) ,"(' documentary ',)"
 Fringe Benefits (1974) ,"(' adult ', ' comedy ')"
 Coronación (1976) ,()
" Fremde, liebe Fremde (1991) ","(' drama ',)"
 Stormy Crossing (1958) ,()
 Passage to Mars (2016) ,"(' documentary ',)"
 The Third Wife (2018) ,"(' drama ',)"
" ""Byte Me"" (2018) ","(' drama ',)"
 Estamos Aqui: Here We Are (2013) ,"(' documentary ',)"
 Il vento fa il suo giro (2005) ,"(' drama ',)"
 My Morning Jacket: Okonokos (2006) ,"(' short ',)"
 L'ingorgo (1979) ,()
 Twelfth Night (2017/I) ,"(' comedy ',)"
 A Cama Ao Alcance de Todos (1969) ,"(' comedy ',)"
 Sexual Suspects (2005) ,()
 Selo bez zena (2010) ,()
 Faptele sunt cunoscute (2016) ,"(' drama ',)"
 ELIÁN (2017) ,"(' documentary ',)"
" Truly, Madly, Sweetly (2017) ",()
 The Return of Atomic Woman (1998) ,()
 Dufte (2006) ,()
 Tom Brown's Schooldays (2005) ,"(' drama ',)"
" ""Bogan Bachelor"" (2016) ",()
 The Sabbath Bride (1988) ,"(' documentary ',)"
" Down, Satan! (????) ",()
 Los días de la vida (2000) ,()
 Mangnani (1975) ,"(' drama ',)"
 Facebook Follies (2011) ,"(' documentary ',)"
 Sale Barn (2011) ,"(' documentary ', ' short ')"
 The Traveling Yoga Berries: Deep Blue Sea Yoga (2015) ,"(' documentary ',)"
 Naked Instinct (1993) ,()
 It Seemed Like a Good Idea at the Time (1975) ,"(' comedy ',)"
 Hwaya (1983) ,()
 Photographs (????) ,()
 Hollywood's Most Wanted (????) ,"(' comedy ',)"
 Stephen Fry: The Secret Life of the Manic Depressive (2006) ,"(' documentary ',)"
 Iskateli schastya (1936) ,"(' documentary ',)"
 Atelier de Conversation (2017) ,"(' documentary ',)"
" ""Meatless Manhattan"" (2012) ",()
 Gamines (2009) ,"(' drama ',)"
 Rapid Fear (2004) ,()
 Piedra libre (1976) ,()
 Night of the Lawyers (1997) ,()
 Valiant Is the Word for Carrie (1936) ,"(' drama ',)"
 Four Lovers (2011) ,"(' drama ',)"
 Hollywood Heat (2013) ,()
 Desolate (2017/II) ,()
 Crveno doba (2004) ,"(' documentary ',)"
" ""Madhu Ethe Ani Chandra Tithe"" (2011) ","(' comedy ', ' drama ')"
 Vzorný kinematograf Haska Jaroslava (1956) ,"(' drama ',)"
 Follow a Star (1959) ,"(' comedy ',)"
 Reality Horror Night (2009) ,"(' reality-tv ',)"
 Onye Ozi (2013) ,"(' comedy ',)"
 Freedom (2006) ,"(' drama ',)"
 Living the Dream (2016) ,()
 Sixteen Sunrises & Sunsets (2015/II) ,"(' documentary ',)"
 Bloudím (2010) ,"(' drama ',)"
" ""CBS Cares"" (2000) ","(' documentary ',)"
" ""On the Edge: The Road to the Mastercard Memorial Cup"" (2012) ","(' documentary ',)"
" ""A Place in the Sun"" (2011) ",()
 Perestroika (2009/I) ,"(' drama ',)"
 Naisenkaari (1997) ,"(' documentary ',)"
 Anybody There..? (2009) ,()
 Gothic Movie: Good Girls Don't Sleep in Coffins (2003) ,"(' comedy ',)"
 A & C to S (2014) ,()
 Inertia (2012/I) ,"(' drama ',)"
 East of Salinas (2016) ,"(' documentary ',)"
 Oklahoma Blues (1948) ,"(' western ',)"
 Blue King (2010) ,"(' documentary ',)"
 FPS: First Person Shooter (2014) ,()
 Weiner (2016) ,()
" ""One Day"" (2009) ","(' drama ',)"
" ""Life, Health & Style with Kathy Ireland"" (2014) ",()
 NoAngels.com (2000) ,()
 Bouboule (2014) ,"(' comedy ',)"
" ""Pump Up the Volume"" (2001) ",()
 When the Boys Meet the Girls (1965) ,()
 Internado (2016) ,"(' documentary ',)"
 Love Thy Neighbour (2015) ,"(' documentary ',)"
 The Flip Side: A Truth That Could Not Reach You (2015) ,()
" ""Journey to the Heart of the World"" (????) ",()
 The Price She Paid (1992) ,()
 Uncle Buck (1989) ,"(' comedy ',)"
 Elokuva vangitsee aikaa (1991) ,"(' documentary ',)"
 9500 Liberty (2009) ,"(' documentary ',)"
 Dushevno (2005) ,()
" ""Working It Out Together"" (2011) ","(' documentary ',)"
 The Shriven (2010) ,"(' horror ',)"
 Blood Ghost: Jamaica (????) ,"(' documentary ',)"
 The Poor Rich (1934) ,"(' comedy ',)"
 Comando X (2008) ,"(' comedy ',)"
 Time in the Sun (1940) ,()
 Personals (1999) ,"(' comedy ',)"
 Cowlick (2016/I) ,"(' short ',)"
 Danger Dave (2014) ,"(' documentary ', ' drama ')"
 Les maudits (1947) ,()
" ""Tsep"" (2009) ",()
 Chandralekha (1998) ,()
 Beautiful Evil (????) ,()
 Guns and Weed: The Road to Freedom (2011) ,"(' documentary ',)"
" Minne, l'ingénue libertine (1950) ","(' drama ',)"
 Tearing Down the Tent (2009) ,"(' documentary ',)"
 Ayn Omry (1957) ,"(' drama ',)"
 Between the Flags (2014) ,"(' documentary ',)"
" ""Anti-Adults"" (2015) ","(' comedy ',)"
 Kropemann (2016) ,()
 The Three Sisters (1981) ,"(' drama ',)"
 Sweet Kandy (2015) ,"(' drama ',)"
 The 'Gator and the Pickaninny (1900) ,"(' short ',)"
 I Found a Dog (1949) ,"(' drama ',)"
 L'estate (1966) ,()
 Zaman (2017) ,"(' documentary ',)"
 We Played Marbles... Remembering a Stolen Childhood (2008) ,"(' documentary ',)"
 Kali (2016/III) ,"(' documentary ',)"
 Flush (1995) ,"(' short ',)"
 The Power of Two (2011) ,"(' documentary ',)"
 Off the Grid: Million Dollar Manhunt (2011) ,()
 Zoolander 2 (2016) ,()
 On a raison de se révolter (1974) ,"(' documentary ',)"
 Gui qu lai (2004) ,()
 Shiroi Kyotô (1966) ,()
 Coming Home (2008/I) ,"(' documentary ',)"
 Por los que se quedan (2007) ,"(' documentary ', ' drama ')"
 A byahme mladi (1961) ,"(' drama ',)"
 The Butch Factor (2009) ,"(' documentary ',)"
 Manny TV Pilot (????) ,"(' drama ',)"
 North Star (1925) ,"(' drama ',)"
 Jinja jinja johahae (1977) ,"(' drama ',)"
 I'm Not Single (2008) ,()
 Klaus Maria Brandauer: Speer in London (1999) ,"(' documentary ',)"
" ""Gyeolhongyeyak"" (2016) ","(' drama ',)"
 Aliens and Pyramids: Forbidden Knowledge (2015) ,"(' documentary ',)"
 W the Movie (2009) ,()
 The Young Filmmakers Club: Digital Video Editing (2004) ,"(' short ',)"
 The Idle Rich (1929) ,()
 Sotto il vestito niente (1985) ,"(' action ',)"
 Alison Mathews: Art Matters (2008) ,"(' documentary ', ' short ')"
 This Ain't Happy Days XXX: Fonzie Luvs Pinky (2009) ,()
 PilotsEYE.tv: München - San Francisco (2007) ,()
" Changing Our Minds: Clear Thoughts on Depression, Drugs and Alternative Paths to a Healthy Mind (2010) ","(' documentary ',)"
 In Search of Gregor Fisher (2015) ,"(' comedy ',)"
 Chongqing (2008) ,"(' drama ',)"
 Vermont's Own Legacy: 60 Years of WCAX (2014) ,"(' documentary ',)"
 Make Mine Mink (1960) ,()
 Centenarul N. Balcescu (1953) ,"(' drama ',)"
" Valentina, ragazza in calore (1981) ",()
 Cobra (2018) ,"(' thriller ',)"
 Double X: The Name of the Game (1992) ,()
 Baltimore Rising (2017) ,"(' documentary ',)"
 Diary of the Dragon's Daughter (????) ,()
 Yeolo (1973) ,"(' comedy ', ' drama ')"
 Ticket Brings You Art (2013) ,"(' short ',)"
" ""Inconceivable"" (2016) ","(' comedy ',)"
 HomeGrown: HipLife in Ghana (2008) ,"(' documentary ',)"
 Detention (1998/I) ,"(' drama ',)"
 Cavalry Scout (1951) ,"(' western ',)"
 Son (2015/II) ,()
 Education for Debt (2018) ,"(' documentary ',)"
 Slaughtered (2008) ,()
 The Oxford Circus (2018) ,"(' comedy ',)"
" ""Candice Tells All"" (2011) ","(' drama ',)"
 The Lost Choices (2014) ,"(' drama ',)"
